id,group,type,level,description,sourcefile
6201,"syslog,asterisk",rule,0,Asterisk notice messages grouped.,asterisk_rules.xml
6202,"syslog,asterisk",rule,3,Asterisk warning message.,asterisk_rules.xml
6203,"syslog,asterisk",rule,3,Asterisk error message.,asterisk_rules.xml
6210,"syslog,asterisk",rule,5,Login session failed.,asterisk_rules.xml
6211,"syslog,asterisk",rule,5,Login session failed (invalid user).,asterisk_rules.xml
6212,"syslog,asterisk",rule,5,Login session failed (invalid extension).,asterisk_rules.xml
6250,"syslog,asterisk",rule,10,Multiple failed logins (user enumeration in process).,asterisk_rules.xml
6251,"syslog,asterisk",rule,10,Multiple failed logins.,asterisk_rules.xml
6252,"syslog,asterisk",rule,10,Extension enumeration.,asterisk_rules.xml
6253,"syslog,asterisk",rule,5,Login session failed (invalid iax user).,asterisk_rules.xml
6254,"syslog,asterisk",rule,10,Extension IAX Enumeration.,asterisk_rules.xml
6255,"syslog,asterisk",rule,5,Possible Registration Hijacking.,asterisk_rules.xml
6256,"syslog,asterisk",rule,5,IAX peer Wrong Password.,asterisk_rules.xml
6257,"syslog,asterisk",rule,10,Multiple failed logins.,asterisk_rules.xml
6258,"syslog,asterisk",rule,5,Login session failed (invalid extension).,asterisk_rules.xml
6300,"windows,dhcp",rule,0,Grouping for the MS-DHCP rules.,ms_dhcp_rules.xml
6301,"windows,dhcp",rule,2,The log was started.,ms_dhcp_rules.xml
6302,"windows,dhcp",rule,3,The log was stopped.,ms_dhcp_rules.xml
6303,"windows,dhcp",rule,10,The log was temporarily paused due to low disk space.,ms_dhcp_rules.xml
6304,"windows,dhcp",rule,0,A new IP address was leased to a client.,ms_dhcp_rules.xml
6305,"windows,dhcp",rule,0,A lease was renewed by a client.,ms_dhcp_rules.xml
6306,"windows,dhcp",rule,0,A lease was released by a client.,ms_dhcp_rules.xml
6307,"windows,dhcp",rule,0,An IP address was found to be in use on the network.,ms_dhcp_rules.xml
6308,"windows,dhcp",rule,12,A lease request could not be satisfied because the scope's address pool was exhausted.,ms_dhcp_rules.xml
6309,"windows,dhcp",rule,7,A lease was denied.,ms_dhcp_rules.xml
6310,"windows,dhcp",rule,0,A lease was deleted.,ms_dhcp_rules.xml
6311,"windows,dhcp",rule,0,A lease was expired and DNS records for an expired leases have not been deleted.,ms_dhcp_rules.xml
6312,"windows,dhcp",rule,0,A BOOTP address was leased to a client.,ms_dhcp_rules.xml
6313,"windows,dhcp",rule,0,A dynamic BOOTP address was leased to a client.,ms_dhcp_rules.xml
6314,"windows,dhcp",rule,10,A BOOTP request could not be satisfied because the scope's  address pool for BOOTP was exhausted.,ms_dhcp_rules.xml
6315,"windows,dhcp",rule,0,A BOOTP IP address was deleted after checking to see it was not in use.,ms_dhcp_rules.xml
6316,"windows,dhcp",rule,3,IP address cleanup operation has began.,ms_dhcp_rules.xml
6317,"windows,dhcp",rule,2,IP address cleanup statistics.,ms_dhcp_rules.xml
6318,"windows,dhcp",rule,0,DNS update request to the named DNS server.,ms_dhcp_rules.xml
6319,"windows,dhcp",rule,7,DNS update failed.,ms_dhcp_rules.xml
6320,"windows,dhcp",rule,0,DNS update successful.,ms_dhcp_rules.xml
6321,"windows,dhcp",rule,12,Codes above 50 are used for Rogue Server Detection information.,ms_dhcp_rules.xml
6322,"windows,dhcp",rule,0,A lease was expired and DNS records were deleted.,ms_dhcp_rules.xml
6323,"windows,dhcp",rule,12,Packet dropped due to NAP policy.,ms_dhcp_rules.xml
6350,"windows,dhcp",rule,0,Grouping for the MS-DHCP rules.,ms_dhcp_rules.xml
6351,"windows,dhcp",rule,0,Solicit.,ms_dhcp_rules.xml
6352,"windows,dhcp",rule,0,Advertise.,ms_dhcp_rules.xml
6354,"windows,dhcp",rule,0,Confirm.,ms_dhcp_rules.xml
6355,"windows,dhcp",rule,0,Renew.,ms_dhcp_rules.xml
6356,"windows,dhcp",rule,0,Rebind.,ms_dhcp_rules.xml
6357,"windows,dhcp",rule,7,DHCP Decline.,ms_dhcp_rules.xml
6358,"windows,dhcp",rule,0,Release.,ms_dhcp_rules.xml
6359,"windows,dhcp",rule,0,Information Request.,ms_dhcp_rules.xml
6360,"windows,dhcp",rule,12,Scope Full.,ms_dhcp_rules.xml
6361,"windows,dhcp",rule,3,Started.,ms_dhcp_rules.xml
6362,"windows,dhcp",rule,7,Stopped.,ms_dhcp_rules.xml
6363,"windows,dhcp",rule,10,Audit log paused.,ms_dhcp_rules.xml
6364,"windows,dhcp",rule,7,DHCP Log File.,ms_dhcp_rules.xml
6365,"windows,dhcp",rule,7,Bad Address.,ms_dhcp_rules.xml
6366,"windows,dhcp",rule,4,Address is already in use.,ms_dhcp_rules.xml
6367,"windows,dhcp",rule,0,Client deleted.,ms_dhcp_rules.xml
6368,"windows,dhcp",rule,0,DNS record not deleted.,ms_dhcp_rules.xml
6369,"windows,dhcp",rule,0,Expired.,ms_dhcp_rules.xml
6370,"windows,dhcp",rule,0,Expired and Deleted count.,ms_dhcp_rules.xml
6371,"windows,dhcp",rule,2,Database cleanup begin.,ms_dhcp_rules.xml
6372,"windows,dhcp",rule,2,Database cleanup end.,ms_dhcp_rules.xml
6373,"windows,dhcp",rule,12,Service not authorized in AD.,ms_dhcp_rules.xml
6374,"windows,dhcp",rule,3,Service authorized in AD.,ms_dhcp_rules.xml
6376,"windows,dhcp",rule,12,Service has not determined if it is authorized in AD.,ms_dhcp_rules.xml
7101,various,rule,8,Problems with the tripwire checking,syslog_rules.xml
7200,"syslog,arpwatch",rule,0,Grouping of the arpwatch rules.,arpwatch_rules.xml
7201,"syslog,arpwatch",rule,4,Arpwatch new host detected.,arpwatch_rules.xml
7202,"syslog,arpwatch",rule,9,System.Object[],arpwatch_rules.xml
7203,"syslog,arpwatch",rule,3,Arpwatch exiting.,arpwatch_rules.xml
7204,"syslog,arpwatch",rule,9,Changed network interface for ip address.,arpwatch_rules.xml
7205,"syslog,arpwatch",rule,0,Arpwatch startup/exiting messages.,arpwatch_rules.xml
7206,"syslog,arpwatch",rule,0,Arpwatch detected bad address len (ignored).,arpwatch_rules.xml
7207,"syslog,arpwatch",rule,1,arpwatch probably run with wrong permissions,arpwatch_rules.xml
7208,"syslog,arpwatch",rule,1,An IP has reverted to an old ethernet address.,arpwatch_rules.xml
7209,"syslog,arpwatch",rule,7,Possible arpspoofing attempt.,arpwatch_rules.xml
7300,symantec,rule,0,Grouping of Symantec AV rules.,symantec-av_rules.xml
7301,symantec,rule,0,Grouping of Symantec AV rules from eventlog.,symantec-av_rules.xml
7310,symantec,rule,9,Virus detected.,symantec-av_rules.xml
7320,symantec,rule,3,"Virus scan updated,started or stopped.",symantec-av_rules.xml
7400,symantec,rule,0,Grouping of Symantec Web Security rules.,symantec-ws_rules.xml
7410,symantec,rule,5,Login failed accessing the web proxy.,symantec-ws_rules.xml
7415,symantec,rule,3,Login success accessing the web proxy.,symantec-ws_rules.xml
7420,symantec,rule,3,Admin Login success to the web proxy.,symantec-ws_rules.xml
7500,mcafee,rule,0,Grouping of McAfee Windows AV rules.,mcafee_av_rules.xml
7501,mcafee,rule,2,McAfee Windows AV informational event.,mcafee_av_rules.xml
7502,mcafee,rule,3,McAfee Windows AV warning event.,mcafee_av_rules.xml
7503,mcafee,rule,4,McAfee Windows AV error event.,mcafee_av_rules.xml
7504,mcafee,rule,12,McAfee Windows AV - Virus detected and not removed.,mcafee_av_rules.xml
7505,mcafee,rule,7,McAfee Windows AV - Virus detected and properly removed.,mcafee_av_rules.xml
7506,mcafee,rule,7,McAfee Windows AV - Virus detected and file will be deleted.,mcafee_av_rules.xml
7507,mcafee,rule,3,McAfee Windows AV - Scan started or stopped.,mcafee_av_rules.xml
7508,mcafee,rule,3,McAfee Windows AV - Scan completed with no viruses found.,mcafee_av_rules.xml
7509,mcafee,rule,5,McAfee Windows AV - Virus scan cancelled.,mcafee_av_rules.xml
7510,mcafee,rule,5,McAfee Windows AV - Virus scan cancelled due to shutdown.,mcafee_av_rules.xml
7511,mcafee,rule,3,McAfee Windows AV - Virus program or DAT update succeeded.,mcafee_av_rules.xml
7512,mcafee,rule,7,McAfee Windows AV - Virus program or DAT update failed.,mcafee_av_rules.xml
7513,mcafee,rule,7,McAfee Windows AV - Virus program or DAT update cancelled.,mcafee_av_rules.xml
7514,mcafee,rule,5,McAfee Windows AV - EICAR test file detected.,mcafee_av_rules.xml
7550,mcafee,rule,10,Multiple McAfee AV warning events.,mcafee_av_rules.xml
7600,"trend_micro,ocse",rule,0,Grouping of Trend OSCE rules.,trend-osce_rules.xml
7610,"trend_micro,ocse",rule,5,Virus detected and cleaned/quarantined/removed,trend-osce_rules.xml
7611,"trend_micro,ocse",rule,9,Virus detected and unable to clean up.,trend-osce_rules.xml
7612,"trend_micro,ocse",rule,3,Virus scan completed with no errors detected.,trend-osce_rules.xml
7613,"trend_micro,ocse",rule,5,Virus scan passed by found potential security risk.,trend-osce_rules.xml
7701,"windows,mse",rule,0,Grouping of Microsoft Security Essentials rules.,ms-se_rules.xml
7710,"windows,mse",rule,12,"Microsoft Security Essentials - Virus detected, but unable to remove.",ms-se_rules.xml
7711,"windows,mse",rule,7,Microsoft Security Essentials - Virus detected and properly removed.,ms-se_rules.xml
7712,"windows,mse",rule,7,Microsoft Security Essentials - Virus detected.,ms-se_rules.xml
7713,"windows,mse",rule,7,Microsoft Security Essentials - Suspicious activity detected.,ms-se_rules.xml
7720,"windows,mse",rule,3,Microsoft Security Essentials - Configuration changed.,ms-se_rules.xml
7721,"windows,mse",rule,9,Microsoft Security Essentials - Service failed.,ms-se_rules.xml
7722,"windows,mse",rule,9,Microsoft Security Essentials - Real time protection failed.,ms-se_rules.xml
7723,"windows,mse",rule,8,Microsoft Security Essentials - Cannot use Dynamic Signature Service.,ms-se_rules.xml
7724,"windows,mse",rule,8,Microsoft Security Essentials - Loading definitions failed. Using last good set.,ms-se_rules.xml
7725,"windows,mse",rule,8,Microsoft Security Essentials - Engine update failed.,ms-se_rules.xml
7726,"windows,mse",rule,8,Microsoft Security Essentials - Definitions update failed.,ms-se_rules.xml
7727,"windows,mse",rule,7,Microsoft Security Essentials - Scan error. Scan has stopped.,ms-se_rules.xml
7728,"windows,mse",rule,5,Microsoft Security Essentials - Scan stopped before completion.,ms-se_rules.xml
7731,"windows,mse",rule,5,Microsoft Security Essentials - EICAR test file detected.,ms-se_rules.xml
7750,"windows,mse",rule,10,Multiple Microsoft Security Essentials AV warnings detected.,ms-se_rules.xml
7751,"windows,mse",rule,10,Multiple Microsoft Security Essentials AV warnings detected.,ms-se_rules.xml
9100,various,rule,0,PPTPD messages grouped,syslog_rules.xml
9101,various,rule,0,PPTPD failed message (communication error),syslog_rules.xml
9102,various,rule,0,PPTPD communication error,syslog_rules.xml
9200,various,rule,0,Squid syslog messages grouped,syslog_rules.xml
9201,various,rule,0,Squid debug message,syslog_rules.xml
9300,"syslog,hordeimp",rule,0,Grouping for the Horde imp rules.,hordeimp_rules.xml
9301,"syslog,hordeimp",rule,0,Horde IMP informational message.,hordeimp_rules.xml
9302,"syslog,hordeimp",rule,3,Horde IMP notice message.,hordeimp_rules.xml
9303,"syslog,hordeimp",rule,5,Horde IMP error message.,hordeimp_rules.xml
9304,"syslog,hordeimp",rule,9,Horde IMP emergency message.,hordeimp_rules.xml
9305,"syslog,hordeimp",rule,3,Horde IMP successful login.,hordeimp_rules.xml
9306,"syslog,hordeimp",rule,5,Horde IMP Failed login.,hordeimp_rules.xml
9351,"syslog,hordeimp",rule,10,Horde brute force (multiple failed logins).,hordeimp_rules.xml
9352,"syslog,hordeimp",rule,10,Multiple Horde emergency messages.,hordeimp_rules.xml
9400,"syslog,roundcube",rule,0,Roundcube messages grouped.,roundcube_rules.xml
9401,"syslog,roundcube",rule,6,Roundcube authentication failed.,roundcube_rules.xml
9402,"syslog,roundcube",rule,3,Roundcube authentication succeeded.,roundcube_rules.xml
9403,"syslog,roundcube",rule,10,Roundcube brute force (multiple failed logins).,roundcube_rules.xml
9500,"syslog,wordpress",rule,0,Wordpress messages grouped.,wordpress_rules.xml
9501,"syslog,wordpress",rule,5,Wordpress authentication failed.,wordpress_rules.xml
9502,"syslog,wordpress",rule,3,Wordpress authentication succeeded.,wordpress_rules.xml
9503,"syslog,wordpress",rule,3,WPsyslog was successfully initialized.,wordpress_rules.xml
9504,"syslog,wordpress",rule,3,Wordpress plugin deactivated.,wordpress_rules.xml
9505,"syslog,wordpress",rule,7,Wordpress Comment Flood Attempt.,wordpress_rules.xml
9510,"syslog,wordpress",rule,7,Attack against Wordpress detected.,wordpress_rules.xml
9551,"syslog,wordpress",rule,10,Multiple wordpress authentication failures.,wordpress_rules.xml
9600,"syslog,cimserver",rule,0,cimserver messages grouped.,cimserver_rules.xml
9610,"syslog,cimserver",rule,5,Compaq Insight Manager authentication failure.,cimserver_rules.xml
9611,"syslog,cimserver",rule,12,Compaq Insight Manager stopped.,cimserver_rules.xml
9700,dovecot,rule,0,Dovecot Messages Grouped.,dovecot_rules.xml
9701,dovecot,rule,3,Dovecot Authentication Success.,dovecot_rules.xml
9702,dovecot,rule,5,Dovecot Authentication Failed.,dovecot_rules.xml
9703,dovecot,rule,3,Dovecot is Starting Up.,dovecot_rules.xml
9704,dovecot,rule,2,Dovecot Fatal Failure.,dovecot_rules.xml
9705,dovecot,rule,5,Dovecot Invalid User Login Attempt.,dovecot_rules.xml
9706,dovecot,rule,3,Dovecot Session Disconnected.,dovecot_rules.xml
9707,dovecot,rule,5,Dovecot Aborted Login.,dovecot_rules.xml
9750,dovecot,rule,10,Dovecot Multiple Authentication Failures.,dovecot_rules.xml
9751,dovecot,rule,10,Dovecot brute force attack (multiple auth failures).,dovecot_rules.xml
9770,dovecot,rule,0,dovecot-info grouping.,dovecot_rules.xml
9771,dovecot,rule,5,Dovecot Invalid User Login Attempt.,dovecot_rules.xml
9800,"syslog,vm-pop3d",rule,0,Grouping for the vm-pop3d rules.,vmpop3d_rules.xml
9801,"syslog,vm-pop3d",rule,5,Login failed accessing the pop3 server.,vmpop3d_rules.xml
9820,"syslog,vm-pop3d",rule,10,POP3 brute force (multiple failed logins).,vmpop3d_rules.xml
9900,"syslog,vpopmail",rule,0,Grouping for the vpopmail rules.,vpopmail_rules.xml
9901,"syslog,vpopmail",rule,5,Login failed for vpopmail.,vpopmail_rules.xml
9902,"syslog,vpopmail",rule,5,Attempt to login to vpopmail with invalid username.,vpopmail_rules.xml
9903,"syslog,vpopmail",rule,5,Attempt to login to vpopmail with empty password.,vpopmail_rules.xml
9904,"syslog,vpopmail",rule,1,Vpopmail successful login.,vpopmail_rules.xml
9951,"syslog,vpopmail",rule,10,Vpopmail brute force (multiple failed logins).,vpopmail_rules.xml
9952,"syslog,vpopmail",rule,10,Vpopmail brute force (email harvesting).,vpopmail_rules.xml
9953,"syslog,vpopmail",rule,10,VPOPMAIL brute force (empty password).,vpopmail_rules.xml
10100,various,rule,4,First time user logged in.,syslog_rules.xml
11100,"syslog,ftpd",rule,0,Grouping for the ftpd rules.,ftpd_rules.xml
11101,"syslog,ftpd",rule,5,FTP connection refused.,ftpd_rules.xml
11102,"syslog,ftpd",rule,0,File created via FTP,ftpd_rules.xml
11103,"syslog,ftpd",rule,0,File deleted via FTP,ftpd_rules.xml
11104,"syslog,ftpd",rule,0,User uploaded a file to server.,ftpd_rules.xml
11105,"syslog,ftpd",rule,0,User downloaded a file to server.,ftpd_rules.xml
11106,"syslog,ftpd",rule,3,Remote host connected to FTP server.,ftpd_rules.xml
11107,"syslog,ftpd",rule,5,Connection blocked by Tcp Wrappers.,ftpd_rules.xml
11108,"syslog,ftpd",rule,5,Reverse lookup error (bad ISP config).,ftpd_rules.xml
11109,"syslog,ftpd",rule,10,Multiple FTP failed login attempts.,ftpd_rules.xml
11110,"syslog,ftpd",rule,3,User disconnected due to time out.,ftpd_rules.xml
11111,"syslog,ftpd",rule,9,Attempt to login with disabled account.,ftpd_rules.xml
11112,"syslog,ftpd",rule,5,FTP authentication failure.,ftpd_rules.xml
11113,"syslog,ftpd",rule,5,FTP authentication failure.,ftpd_rules.xml
11200,"syslog,proftpd",rule,0,Grouping for the proftpd rules.,proftpd_rules.xml
11201,"syslog,proftpd",rule,3,FTP session opened.,proftpd_rules.xml
11202,"syslog,proftpd",rule,0,FTP session closed.,proftpd_rules.xml
11203,"syslog,proftpd",rule,5,Attempt to login using a non-existent user.,proftpd_rules.xml
11204,"syslog,proftpd",rule,5,Login failed accessing the FTP server,proftpd_rules.xml
11205,"syslog,proftpd",rule,3,FTP Authentication success.,proftpd_rules.xml
11206,"syslog,proftpd",rule,5,Connection denied by ProFTPD configuration.,proftpd_rules.xml
11207,"syslog,proftpd",rule,5,Connection refused by TCP Wrappers.,proftpd_rules.xml
11208,"syslog,proftpd",rule,4,System.Object[],proftpd_rules.xml
11209,"syslog,proftpd",rule,14,System.Object[],proftpd_rules.xml
11210,"syslog,proftpd",rule,10,Multiple failed login attempts.,proftpd_rules.xml
11211,"syslog,proftpd",rule,4,Mismatch in server's hostname.,proftpd_rules.xml
11212,"syslog,proftpd",rule,5,Reverse lookup error (bad ISP config).,proftpd_rules.xml
11213,"syslog,proftpd",rule,3,Remote host connected to FTP server.,proftpd_rules.xml
11214,"syslog,proftpd",rule,3,Remote host disconnected due to inactivity.,proftpd_rules.xml
11215,"syslog,proftpd",rule,3,Remote host disconnected due to login time out.,proftpd_rules.xml
11216,"syslog,proftpd",rule,3,Remote host disconnected due to time out.,proftpd_rules.xml
11217,"syslog,proftpd",rule,3,Data transfer stalled.,proftpd_rules.xml
11218,"syslog,proftpd",rule,12,FTP process crashed.,proftpd_rules.xml
11219,"syslog,proftpd",rule,12,FTP server Buffer overflow attempt.,proftpd_rules.xml
11220,"syslog,proftpd",rule,4,Unable to bind to adress.,proftpd_rules.xml
11221,"syslog,proftpd",rule,0,IPv6 error and mod-delay info (ignored).,proftpd_rules.xml
11222,"syslog,proftpd",rule,4,System.Object[],proftpd_rules.xml
11251,"syslog,proftpd",rule,10,FTP brute force (multiple failed logins).,proftpd_rules.xml
11252,"syslog,proftpd",rule,10,Multiple connection attempts from same source.,proftpd_rules.xml
11253,"syslog,proftpd",rule,10,Multiple timed out logins from same source.,proftpd_rules.xml
11300,"syslog,pure-ftpd",rule,0,Grouping for the pure-ftpd rules.,pure-ftpd_rules.xml
11301,"syslog,pure-ftpd",rule,3,New FTP connection.,pure-ftpd_rules.xml
11302,"syslog,pure-ftpd",rule,5,FTP Authentication failed.,pure-ftpd_rules.xml
11303,"syslog,pure-ftpd",rule,0,FTP user logout/timeout,pure-ftpd_rules.xml
11304,"syslog,pure-ftpd",rule,0,FTP notice messages,pure-ftpd_rules.xml
11305,"syslog,pure-ftpd",rule,5,Attempt to access invalid directory,pure-ftpd_rules.xml
11306,"syslog,pure-ftpd",rule,10,FTP brute force (multiple failed logins).,pure-ftpd_rules.xml
11307,"syslog,pure-ftpd",rule,10,Multiple connection attempts from same source.,pure-ftpd_rules.xml
11309,"syslog,pure-ftpd",rule,3,FTP Authentication success.,pure-ftpd_rules.xml
11310,"syslog,pure-ftpd",rule,0,Rule grouping for pure ftpd transfers.,pure-ftpd_rules.xml
11311,"syslog,pure-ftpd",rule,0,File added to ftpd.,pure-ftpd_rules.xml
11312,"syslog,pure-ftpd",rule,0,File retrieved from ftpd.,pure-ftpd_rules.xml
11400,"syslog,vsftpd",rule,0,Grouping for the vsftpd rules.,vsftpd_rules.xml
11401,"syslog,vsftpd",rule,3,FTP session opened.,vsftpd_rules.xml
11402,"syslog,vsftpd",rule,3,FTP Authentication success.,vsftpd_rules.xml
11403,"syslog,vsftpd",rule,5,Login failed accessing the FTP server.,vsftpd_rules.xml
11404,"syslog,vsftpd",rule,0,FTP server file upload.,vsftpd_rules.xml
11451,"syslog,vsftpd",rule,10,FTP brute force (multiple failed logins).,vsftpd_rules.xml
11452,"syslog,vsftpd",rule,10,System.Object[],vsftpd_rules.xml
11500,"syslog,msftp",rule,0,Grouping for the Microsoft ftp rules.,ms_ftpd_rules.xml
11501,"syslog,msftp",rule,3,New FTP connection.,ms_ftpd_rules.xml
11502,"syslog,msftp",rule,5,FTP Authentication failed.,ms_ftpd_rules.xml
11503,"syslog,msftp",rule,3,FTP Authentication success.,ms_ftpd_rules.xml
11504,"syslog,msftp",rule,4,FTP client request failed.,ms_ftpd_rules.xml
11510,"syslog,msftp",rule,10,FTP brute force (multiple failed logins).,ms_ftpd_rules.xml
11511,"syslog,msftp",rule,10,Multiple connection attempts from same source.,ms_ftpd_rules.xml
11512,"syslog,msftp",rule,10,Multiple FTP errors from same source.,ms_ftpd_rules.xml
12100,"syslog,named",rule,0,Grouping of the named rules,named_rules.xml
12101,"syslog,named",rule,12,Invalid DNS packet. Possibility of attack.,named_rules.xml
12102,"syslog,named",rule,9,Failed attempt to perform a zone transfer.,named_rules.xml
12103,"syslog,named",rule,4,System.Object[],named_rules.xml
12104,"syslog,named",rule,4,Log permission misconfiguration in Named.,named_rules.xml
12105,"syslog,named",rule,4,Unexpected error while resolving domain.,named_rules.xml
12106,"syslog,named",rule,4,DNS configuration error.,named_rules.xml
12107,"syslog,named",rule,0,DNS update using RFC2136 Dynamic protocol.,named_rules.xml
12108,"syslog,named",rule,5,Query cache denied (probably config error).,named_rules.xml
12109,"syslog,named",rule,12,Named fatal error. DNS service going down.,named_rules.xml
12110,"syslog,named",rule,8,System.Object[],named_rules.xml
12111,"syslog,named",rule,8,Unable to perform zone transfer.,named_rules.xml
12112,"syslog,named",rule,4,Zone transfer error.,named_rules.xml
12113,"syslog,named",rule,0,Zone transfer deferred.,named_rules.xml
12114,"syslog,named",rule,1,Hostname contains characters that check-names does not like.,named_rules.xml
12115,"syslog,named",rule,0,Zone transfer.,named_rules.xml
12116,"syslog,named",rule,1,Syntax error in a named configuration file.,named_rules.xml
12117,"syslog,named",rule,1,Zone transfer rety limit exceeded,named_rules.xml
12118,"syslog,named",rule,1,Zone has been duplicated.,named_rules.xml
12119,"syslog,named",rule,3,BIND has been started,named_rules.xml
12120,"syslog,named",rule,1,Missing A or AAAA record,named_rules.xml
12121,"syslog,named",rule,1,Zone has been removed from a master server,named_rules.xml
12122,"syslog,named",rule,1,Origin of zone and owner name of SOA do not match.,named_rules.xml
12123,"syslog,named",rule,0,Zone has been duplicated,named_rules.xml
12125,"syslog,named",rule,3,BIND Configuration error.,named_rules.xml
12126,"syslog,named",rule,0,Zone has been removed from a master server,named_rules.xml
12127,"syslog,named",rule,1,Origin of zone and owner name of SOA do not match.,named_rules.xml
12128,"syslog,named",rule,1,Zone transfer.,named_rules.xml
12129,"syslog,named",rule,4,"Zone transfer failed, unable to connect to master.",named_rules.xml
12130,"syslog,named",rule,2,Could not listen on IPv6 interface.,named_rules.xml
12131,"syslog,named",rule,2,Could not bind to an interface.,named_rules.xml
12132,"syslog,named",rule,0,Master is not authoritative for zone.,named_rules.xml
12133,"syslog,named",rule,4,"Could not open configuration file, permission denied.",named_rules.xml
12134,"syslog,named",rule,4,"Could not open configuration file, permission denied.",named_rules.xml
12135,"syslog,named",rule,0,Domain in SOA -E.,named_rules.xml
12136,"syslog,named",rule,4,Master appears to be down.,named_rules.xml
12137,"syslog,named",rule,0,Domain is queried for a zone transferred.,named_rules.xml
12138,"syslog,named",rule,0,Domain A record found.,named_rules.xml
12139,"syslog,named",rule,3,Bad zone transfer request.,named_rules.xml
12140,"syslog,named",rule,2,Cannot refresh a domain from the master server.,named_rules.xml
12141,"syslog,named",rule,1,Origin of zone and owner name of SOA do not match.,named_rules.xml
12142,"syslog,named",rule,0,named command channel is listening.,named_rules.xml
12143,"syslog,named",rule,0,named has created an automatic empty zone.,named_rules.xml
12144,"syslog,named",rule,9,Server does not have enough memory to reload the configuration.,named_rules.xml
12145,"syslog,named",rule,1,zone transfer denied,named_rules.xml
12146,"syslog,named",rule,0,Cannot send a DNS response.,named_rules.xml
12147,"syslog,named",rule,0,Cannot update forwarding domain.,named_rules.xml
12148,"syslog,named",rule,0,Parsing of a configuration file has failed.,named_rules.xml
12149,"syslog,named",rule,10, Multiple query (cache) failures.,named_rules.xml
13000,exim,rule,0,Exim SMTP Messages Grouped.,exim_rules.xml
13001,exim,rule,0,dovecot messages grouped.,exim_rules.xml
13006,exim,rule,5,Exim Auth failed,exim_rules.xml
13007,exim,rule,10,Exim brute force attack (multiple auth failures).,exim_rules.xml
13008,exim,rule,0,Exim connection,exim_rules.xml
13009,exim,rule,1,Exim connection lost,exim_rules.xml
13010,exim,rule,5,Exim syntax or protocol errors,exim_rules.xml
13100,"syslog,smbd",rule,0,Grouping for the smbd rules.,smbd_rules.xml
13101,"syslog,smbd",rule,0,Samba network problems.,smbd_rules.xml
13102,"syslog,smbd",rule,5,Samba connection denied.,smbd_rules.xml
13103,"syslog,smbd",rule,0,Samba network problems.,smbd_rules.xml
13104,"syslog,smbd",rule,5,User action denied by configuration.,smbd_rules.xml
13105,"syslog,smbd",rule,3,Samba network problems (unable to connect).,smbd_rules.xml
13106,"syslog,smbd",rule,0,,smbd_rules.xml
13108,"syslog,smbd",rule,1,An attempt has been made to start smbd but the process is already running.,smbd_rules.xml
13109,"syslog,smbd",rule,1,An attempt has been made to start nmbd but the process is already running.,smbd_rules.xml
13110,"syslog,smbd",rule,2,Connection was denied.,smbd_rules.xml
13111,"syslog,smbd",rule,3,"Socket is not connected, write failed.",smbd_rules.xml
13112,"syslog,smbd",rule,3,Segfault in gvfs-smb.,smbd_rules.xml
14100,"syslog,racoon",rule,0,Grouping of racoon rules.,racoon_rules.xml
14101,"syslog,racoon",rule,5,VPN authentication failed.,racoon_rules.xml
14110,"syslog,racoon",rule,0,Racoon informational message.,racoon_rules.xml
14111,"syslog,racoon",rule,4,Racoon error message.,racoon_rules.xml
14112,"syslog,racoon",rule,4,Racoon warning message.,racoon_rules.xml
14120,"syslog,racoon",rule,3,VPN established.,racoon_rules.xml
14121,"syslog,racoon",rule,0,Roadwarrior configuration (ignored error).,racoon_rules.xml
14122,"syslog,racoon",rule,0,Roadwarrior configuration (ignored warning).,racoon_rules.xml
14123,"syslog,racoon",rule,0,Invalid configuration settings (ignored error).,racoon_rules.xml
14151,"syslog,racoon",rule,9,Multiple failed VPN logins.,racoon_rules.xml
14200,"syslog,cisco_vpn",rule,0,Grouping of Cisco VPN concentrator rules,vpn_concentrator_rules.xml
14201,"syslog,cisco_vpn",rule,3,VPN authentication successful.,vpn_concentrator_rules.xml
14202,"syslog,cisco_vpn",rule,5,VPN authentication failed.,vpn_concentrator_rules.xml
14203,"syslog,cisco_vpn",rule,4,VPN Admin authentication successful.,vpn_concentrator_rules.xml
14251,"syslog,cisco_vpn",rule,10,Multiple VPN authentication failures.,vpn_concentrator_rules.xml
17101,policy_violation,rule,9,Successful login during non-business hours.,policy_rules.xml
17102,policy_violation,rule,9,Successful login during weekend.,policy_rules.xml
18100,windows,rule,0,Group of windows rules.,msauth_rules.xml
18101,windows,rule,0,Windows informational event.,msauth_rules.xml
18102,windows,rule,0,Windows warning event.,msauth_rules.xml
18103,windows,rule,5,Windows error event.,msauth_rules.xml
18104,windows,rule,0,Windows audit success event.,msauth_rules.xml
18105,windows,rule,4,Windows audit failure event.,msauth_rules.xml
18106,windows,rule,5,Windows Logon Failure.,msauth_rules.xml
18107,windows,rule,3,Windows Logon Success.,msauth_rules.xml
18108,windows,rule,4,System.Object[],msauth_rules.xml
18109,windows,rule,3,Session reconnected/disconnected to winstation.,msauth_rules.xml
18110,windows,rule,8,User account enabled or created.,msauth_rules.xml
18111,windows,rule,8,User account changed.,msauth_rules.xml
18112,windows,rule,8,User account disabled or deleted.,msauth_rules.xml
18113,windows,rule,8,Windows Audit Policy changed.,msauth_rules.xml
18114,windows,rule,5,Group Account Changed,msauth_rules.xml
